Precipitación_mm,Área_Inundable_%
57.947184861270365,100
55.1611515315324,100
60.099868810035076,100
55.433493415327526,100
56.35587696758865,100
58.627034434739336,100
54.53827136713209,100
57.45491986920826,100
59.614285508564855,100
53.78503353087754,100
57.36926771706461,100
57.519765588496846,100
58.56364574355462,100
54.52609857824383,100
54.35908677383145,100
58.0438831312338,100
57.59396934646637,100
57.50098570069175,100
57.69289641899395,100
55.63995055684302,100
57.464507394322005,100
57.586144946597365,100
55.571297163947264,100
60.731549022289514,100
57.94766584182358,100
54.6173930055947,100
58.31310721726766,100
55.050636659545354,100
58.57416920748491,100
59.31719115801481,100
55.35863536329658,100
58.92675225848864,100
57.825561853873,100
58.64412031998898,100
60.7935859653079,100
56.50922376799426,100
55.49252767128502,100
55.22097114074895,100
55.368379430069126,100
56.84579658117179,100
57.68230394963329,100
57.55338159866004,100
58.65436649807205,100
57.02600378375581,100
59.907068154314636,100
56.470686333524085,100
62.44033833317924,100
58.25133469553001,100
55.285684887167434,100
54.858215003877774,100
57.964944830486374,100
56.5530744293483,100
58.42800098818418,100
57.94647524914709,100
56.85434217468625,100
55.30641256386319,100
53.97030555062827,100
56.10697009586596,100
58.71279758864694,100
57.428187488260406,100
54.50852244257602,100
57.34636185170236,100
57.77063475945767,100
55.232285127597734,100
57.30745021189106,100
57.116417436892,100
54.714059404338755,100
57.715574720696566,100
58.12156905273647,100
59.16610248635055,100
59.10760410406981,100
54.24466126408582,100
55.124349920169756,100
58.03007053441732,100
58.027571901824416,100
58.030095372612095,100
64.70546298130944,100
58.141781021386336,100
59.271131280361196,100
58.908003526986406,100
58.3027825026116,100
56.36946151071931,100
58.51793844098653,100
55.454349570924855,100
56.52636278651998,100
56.029272904341795,100
57.163748278772644,100
61.629317133347016,100
53.2654696148165,100
58.37252038074903,100
53.7745682576207,100
56.056136268421135,100
59.17790119393473,100
57.128560038190926,100
54.844510444141385,100
55.569392581480066,100
58.35919549786935,100
55.53926673656573,100
57.43291717916395,100
57.09114367980763,100
55.696799304788364,100
61.287888178650654,100
58.26783804463602,100
52.94971482668478,100
57.372908629538856,100
55.67642707046323,100
58.70486666959245,100
55.4149585231346,100
56.7705271170662,100
58.009974557960916,100
58.73151038834024,100
54.599407185888445,100
56.3309975283181,100
56.05010937767809,100
55.69334153485258,100
60.530908480562196,100
57.809963421921914,100
54.47823209132991,100
58.83572389410955,100
61.244312394025265,100
59.06493052110229,100
53.961260068091974,100
56.0315318542675,100
59.533822298373245,100
55.584661068762436,100
57.887638856292455,100
58.549268106858676,100
55.146139056843836,100
56.8809492878764,100
50.517465319861856,100
54.95122471733142,100
56.49486369721368,100
54.5044336360703,100
60.26482260786327,100
54.13971724407873,100
56.11991102660603,100
57.26148115457218,100
59.88254657813223,100
54.12827569764112,100
59.326327504309916,100
57.020466122039174,100
55.0369826979041,100
57.92420694852654,100
57.39811939114694,100
55.79956624568241,100
57.13960416998004,100
56.22937280627648,100
57.2270346905025,100
58.3242613490421,100
60.172033632290706,100
54.524369002346305,100
61.266066749312536,100
53.095824400954996,100
56.69642980992883,100
58.17663441296915,100
57.561983735470065,100
55.754600960358815,100
56.58375549928545,100
56.01399813068233,100
55.82127048611158,100
58.699204194042046,100
57.71403097193009,100
55.61418080947869,100
58.7991997508665,100
57.614599041753216,100
58.62572423767792,100
58.259257683847224,100
55.34200997815586,100
55.87963791960606,100
58.49458721024652,100
58.22074053086693,100
56.958196812071705,100
57.23465476661757,100
59.55532979157685,100
55.81685722232834,100
58.094194762340074,100
56.59561469513221,100
56.56463759354556,100
59.19755370397438,100
58.65083269797606,100
58.62701927200128,100
59.61095761430866,100
57.04200768326552,100
58.36390594258993,100
56.37946648681309,100
57.64833270497689,100
56.73971389126463,100
57.19399192998544,100
58.19031405087383,100
55.36355863353305,100
61.18477455137092,100
54.987965237000594,100
54.57162277442453,100
59.316221747000135,100
58.583325387925875,100
58.24823963410431,100
58.25669101852856,100
56.97550645430617,100
55.205491257028335,100
57.151609116387455,100
55.645676576975774,100
58.950239466835505,100
56.70588523699572,100
55.34900560641498,100
56.35722831669401,100
57.82586290855125,100
55.87255089439205,100
55.355559208867135,100
57.48737442298383,100
57.489933142217446,100
55.98611364925774,100
56.057923388763356,100
57.464099874715274,100
54.10383131700535,100
54.18507245124689,100
55.56311155749513,100
56.573105696576306,100
57.62181513119601,100
59.950712433899106,100
58.715319246404036,100
56.68012294007315,100
56.961967584194625,100
54.99494127072438,100
56.96297372801522,100
56.42268272215972,100
57.64543712067618,100
55.345538112895355,100
58.03869302848234,100
60.06547782600516,100
56.78247970308629,100
57.80342344419788,100
58.38028798342223,100
56.19755905622833,100
57.44818496362083,100
57.02518480156359,100
57.19535219709766,100
55.453980432289065,100
57.049020348517885,100
57.995996582490896,100
59.902287215590086,100
58.91854165217041,100
61.30636491502311,100
55.465304874223904,100
58.74464127344136,100
57.36668401147671,100
61.37960586643534,100
55.3834034292897,100
55.32055631563845,100
55.80121470911195,100
52.752208551380384,100
55.948489956638475,100
55.48173467689261,100
57.300787572952416,100
57.683511951554316,100
60.752341678431776,100
58.9008476763721,100
55.846192688675195,100
55.20317065730328,100
57.98383834301301,100
54.359533585958715,100
60.66291753170871,100
59.35888024144258,100
56.06164869579059,100
53.57373094181825,100
59.707744748330825,100
56.77092030949476,100
59.47563262394692,100
53.81114468241127,100
55.801249954092455,100
57.010487399436364,100
57.09396118752949,100
56.09986905704151,100
58.245699864695,100
54.86475914123481,100
56.71524102995741,100
57.240591263423795,100
58.028877668117495,100
58.42322975617778,100
54.75071581632426,100
53.93177165852875,100
59.55535364379702,100
57.66462802395918,100
55.50302692688689,100
60.102303951045045,100
57.23134926858572,100
59.358594368127655,100
57.135036962820216,100
61.121495849763974,100
60.51068168488641,100
56.50207170304185,100
58.94314190190871,100
58.290751899170296,100
59.7372631150647,100
55.070153078839795,100
58.37210291999688,100
59.11684897369918,100
53.48252102715377,100
54.63348297466845,100
52.921535644479796,100
56.46118633111089,100
58.435084511591924,100
60.004714104192054,100
57.14818956083955,100
60.257231091142586,100
54.23979708357022,100
53.59323512128969,100
56.888904602206765,100
57.76813089787861,100
56.93461050381181,100
52.86511579992025,100
56.82175992097442,100
54.39106099899029,100
58.33934509766008,100
57.7331964921937,100
55.12024042734529,100
55.972266165326616,100
54.881572956222094,100
56.874641805453656,100
58.91028464100248,100
55.028547907328914,100
58.00809303103569,100
55.939484763255116,100
55.41425433547531,100
56.785939280090886,100
54.92951535516125,100
55.892701389305635,100
54.6042442148223,100
60.92945026583278,100
57.070527103943455,100
55.60054898401483,100
57.42795982146844,100
56.77534390061834,100
56.55806080093355,100
58.22833340008685,100
58.51501542009461,100
55.93899770477894,100
55.84836351871064,100
56.449896605696715,100
52.39615767052883,100
53.96961787560289,100
59.73374853488905,100
60.28993542700257,100
56.50192792088724,100
58.15311392611153,100
57.62250030908707,100
63.15776161691048,100
59.23914982286915,100
56.74416481703847,100
55.08891911879915,100
53.78710735948486,100
57.406927271734446,100
55.48729850943139,100
54.155492580804655,100
55.706854231514946,100
54.83690399277121,100
60.37428327014513,100
58.7632795138989,100
56.98405471736677,100
59.95988827778005,100
57.154736615295235,100
55.27743159734347,100
60.04624815453931,100
58.07782008736932,100
54.925507691347086,100
56.61932264383278,100
55.248763493230484,100
54.23440053807133,100
58.85235509506328,100
60.81883328094026,100
54.20286485236172,100
58.12593847338114,100
55.69871486175634,100
56.02574923247061,100
55.81521215152226,100
55.27201846064037,100
57.09704325588965,100
55.33809976717792,100
57.54091365155968,100
56.89952378110173,100
56.52210390626718,100
55.18487267591681,100
55.84645733886333,100
58.510782451651515,100
58.00183437524876,100
55.044889510402896,100
57.19866461085845,100
58.50277424674358,100
53.66118943775726,100
58.08672038475987,100
55.6747524821083,100
58.14119733718632,100
55.473481686914965,100
53.390235798670965,100
53.74491512423367,100
57.09616989332277,100
57.51944500344296,100
55.191366749791186,100
58.27718491755475,100
53.67695987546208,100
56.86784040270537,100
54.577967600475084,100
55.696327784395685,100
57.09479734263283,100
55.27917326943209,100
56.23088891154035,100
59.01258561842888,100
55.8462162609537,100
58.671384224130286,100
54.74058629068476,100
58.05960835583056,100
59.8831372413158,100
52.05671099974542,100
55.406209489059044,100
58.15414425436108,100
56.59390922791401,100
57.742291746742616,100
55.79202962656836,100
57.1731795749458,100
56.68864552921584,100
59.335564123319614,100
57.50884168660242,100
57.675205324150404,100
56.176246067755066,100
56.02478755185501,100
56.13488362436076,100
57.78890428475659,100
56.158031038359475,100
57.57954971379283,100
61.15080159729088,100
58.74224940686339,100
56.34795293566432,100
59.40242784432789,100
56.1838492539569,100
52.92375092964429,100
54.983827378165195,100
53.25841615794829,100
56.29697303191738,100
57.0368367583791,100
60.352874624550566,100
57.65385474752833,100
56.561798942382275,100
58.65881116236698,100
52.57772938198423,100
57.47122911621713,100
58.54173038777393,100
54.04282750844032,100
59.28750808641386,100
57.67699281498883,100
56.1694241721984,100
58.26556373221257,100
61.54138571560879,100
57.36373251011699,100
57.49644117260067,100
56.08127820091951,100
55.30031126107042,100
58.66067163308849,100
55.28783234818226,100
57.14313247443879,100
56.044685106469764,100
57.957959651492786,100
57.667324210573895,100
59.0750798885158,100
55.9799672022905,100
56.46025012941326,100
55.042472568435386,100
56.111413479847776,100
57.754600986089706,100
58.5139772332907,100
55.15566935164475,100
58.73921184021132,100
59.7112757176099,100
57.826869806447405,100
60.75359162511613,100
55.45242160179286,100
54.51069059337716,100
53.44255950219144,100
59.992088622978365,100
58.30873131270812,100
56.88883065817909,100
57.55993725263964,100
54.74902190540325,100
61.89150395923365,100
57.25844236395046,100
57.218789589209784,100
58.451533247797386,100
57.96201846347343,100
57.44776804855826,100
55.419051089109374,100
57.942936714271994,100
60.764048992950066,100
59.690840092309955,100
60.186373253278795,100
55.97756864713763,100
55.02079035948284,100
56.7484261598007,100
57.11144982457739,100
59.1883830369419,100
53.61507074057036,100
60.05910063892123,100
56.68398420284202,100
56.14623786010516,100
54.97579124947966,100
53.69028665626846,100
58.64634116792383,100
57.14663593437681,100
54.42007820051789,100
54.40984245587277,100
56.32843060141975,100
60.33804305057878,100
56.48081729727279,100
53.993714093763785,100
56.508513871828114,100
56.454552860504656,100
51.60622671411686,100
56.89141026696438,100
56.53813093958264,100
58.392412729626834,100
60.69791218989069,100
59.25313005909551,100
56.46222261889034,100
54.78694818251666,100
62.14671960649972,100
57.11843686802898,100
57.02785858382589,100
56.95174982577999,100
57.39616952153571,100
56.71127917615212,100
55.852675986239525,100
55.90628211751922,100
56.934493459568,100
55.91315045773247,100
55.57430843464567,100
57.21286045538379,100
56.49004556515829,100
60.007985977165376,100
51.69806038321398,100
59.18301370384492,100
59.492170384995255,100
52.8532195351837,100
56.3146248118393,100
56.25711826800842,100
54.184976610564355,100
55.44436662481825,100
54.778848309068344,100
60.504540886847245,100
58.871356786294925,100
59.54311018998832,100
58.44334412808647,100
54.741896457565545,100
55.950959467440455,100
57.97874912245584,100
54.55574438221611,100
58.425996860344775,100
56.51934920368373,100
56.25035838490081,100
58.42191993640698,100
57.88852662297208,100
56.27806766836184,100
59.318659606728495,100
54.83787334480021,100
58.231871213888525,100
58.18620251593677,100
56.38090712137202,100
57.652266044484236,100
54.49777284722939,100
58.8480540384138,100
56.63019572711402,100
55.954553958961924,100
59.09801845167378,100
55.59131261891448,100
54.18307740727288,100
53.886741652952196,100
58.21201990269128,100
54.43914129500743,100
60.50958836396873,100
52.83614118423256,100
60.39291273658008,100
57.42203493440524,100
56.806573776259214,100
55.9101618263821,100
57.79827222870414,100
56.9247305951503,100
59.20660376403304,100
57.22845529732408,100
57.30060352292376,100
56.27277557557229,100
56.88610875255787,100
57.61560353778412,100
53.57966321468675,100
54.30362915578857,100
58.48652818804543,100
57.34173087625588,100
56.63203332729464,100
57.036867866130784,100
57.69516341072334,100
55.920480639381275,100
55.44339054919538,100
57.39169051019536,100
55.043254444769936,100
57.81650551142894,100
53.59483279152432,100
59.05831127465129,100
57.94519496482609,100
57.512059468627754,100
58.96538196789103,100
60.33094888892515,100
59.02874013003626,100
53.31825153733671,100
54.4408460665286,100
55.750362844608645,100
57.05218210042167,100
58.03531804093824,100
55.54851237369307,100
57.373533528954155,100
55.48923413529336,100
55.776964394016105,100
54.18667780630356,100
55.15353350777819,100
54.29663078876733,100
55.04825349404533,100
59.107283593215676,100
55.10120222233611,100
62.26476412967478,100
57.98663580176178,100
57.36967224738975,100
55.283284439637576,100
58.40061975881798,100
55.84872434752445,100
57.244019629290726,100
62.12016907653759,100
56.8078802005507,100
59.29854665257135,100
55.59364714974822,100
56.93002301900608,100
60.54160127127102,100
55.74606588442447,100
60.62489711599386,100
58.41550387091095,100
55.87506644821146,100
58.26481547811104,100
58.94510889925346,100
58.24361992443439,100
53.859550560219084,100
55.54572564835026,100
56.50496272889699,100
56.851133141799906,100
58.241344195101355,100
57.35540200186651,100
54.329311282579795,100
57.76039570201193,100
58.22117149056765,100
58.11958089586208,100
59.16156145110924,100
58.66784430909781,100
57.91836015845687,100
56.85966857708271,100
53.67807813296802,100
57.85923643826517,100
57.415375374326224,100
57.54315767439075,100
54.44650284835938,100
54.837886919183475,100
59.10630570666581,100
56.92088969228669,100
58.36300139474525,100
57.05663675226092,100
57.05951227899149,100
58.876567611952,100
55.96791054356525,100
57.19224155388196,100
56.07544942258991,100
56.13100754513537,100
56.381655753062724,100
57.44426754326743,100
56.042502756673045,100
59.51151225114704,100
55.21078539556099,100
56.62625671167728,100
56.12053788345165,100
59.893955768707464,100
57.39310955302315,100
59.06368907893727,100
54.02887925392606,100
57.53410053173852,100
58.77926159124687,100
57.16456797855085,100
59.130960750130704,100
55.96542309979925,100
59.81869488037116,100
61.5977962472385,100
56.27432287912068,100
56.108994957198455,100
59.9067689542354,100
60.15914429146142,100
55.954279945693465,100
56.159626365808286,100
56.43643078227898,100
54.311098977931444,100
55.16269610703161,100
54.99171846649586,100
55.46440486979174,100
56.93063022522644,100
57.468429465073044,100
60.101000985628154,100
55.00329191852242,100
58.968644796953164,100
56.572022311548984,100
56.901072580695136,100
58.34963898433321,100
54.7545559568754,100
57.764819492368105,100
57.33290441642611,100
57.9849025280163,100
57.578337287815636,100
61.910600279821786,100
55.72452003149737,100
55.938006089996364,100
55.753718947150475,100
55.88904576167949,100
55.725225745386965,100
59.3780330622151,100
59.84100849597971,100
55.85850741250105,100
55.33528885379154,100
57.94283111277281,100
55.89555391143806,100
58.265863635511025,100
57.4058460417026,100
53.968511770005534,100
60.09501040266012,100
60.59175534619104,100
55.77442261903123,100
56.22459688012803,100
57.57173078144981,100
57.66891357997405,100
58.31708854534566,100
61.0204090775327,100
56.6461055450119,100
55.40340551092309,100
54.241361543970946,100
55.53813992011616,100
56.9337460542524,100
60.589115727035576,100
55.964777401927655,100
57.447575903277794,100
56.9671542078545,100
59.37678654689617,100
62.05386485174724,100
55.93826245415936,100
56.021121114963556,100
59.08832175413814,100
58.363782979252626,100
60.69341465147207,100
58.167856370651926,100
56.281415818425884,100
58.18130966138462,100
59.217407161165816,100
58.640964362394726,100
58.014548062214594,100
59.133349379178306,100
59.33859118089134,100
59.764317982075056,100
58.297419775179286,100
56.66576383936629,100
57.293427372866645,100
59.41301793301671,100
55.36612865802553,100
57.7373466177458,100
56.21332237534528,100
57.05748964586964,100
59.556903725214596,100
57.382198136039804,100
57.092873096312296,100
54.280287718040164,100
58.49250713205444,100
58.29096836228215,100
61.32650944661092,100
56.384443530093996,100
57.43830065532788,100
57.49876736742151,100
60.15490655952695,100
56.809408935226095,100
57.55804305154068,100
58.21579301943308,100
57.37321824631272,100
56.10713277089894,100
57.38817998579662,100
59.14726349971954,100
54.94696940117788,100
57.26593934829375,100
55.599758370121656,100
59.390093257849685,100
53.95362619043245,100
55.882156305456824,100
57.75442375012904,100
60.13104805846868,100
56.86849947785402,100
55.889600946613605,100
60.76231413888118,100
54.103972199167515,100
52.60238808675984,100
57.880028900106666,100
55.995891551294775,100
54.957534365738574,100
58.4167128945987,100
57.4876014275424,100
55.871842738526546,100
54.439391202658214,100
58.74491465656029,100
58.30040235591732,100
56.801648272441234,100
60.69327399209533,100
54.85983046734769,100
53.948949658150525,100
55.61618386023751,100
56.90882796728901,100
57.48667889864539,100
56.51752788428734,100
57.70411079302859,100
54.49692115161911,100
59.88752920814652,100
56.835697643214864,100
59.23459166317625,100
57.68545069275541,100
57.913506438307564,100
58.139534560464405,100
57.89541712003463,100
58.285445519735084,100
59.658305060264865,100
57.39304233940294,100
58.418007515177024,100
56.820528611425544,100
59.880234430898945,100
55.64721539588146,100
60.601880865821634,100
56.919684098711315,100
54.138449795763904,100
57.25620882982158,100
55.63789668505024,100
58.681287097977446,100
55.69475204139522,100
56.10763313357044,100
53.22091853810894,100
56.09538736150185,100
52.15224134674209,100
53.832194353028555,100
58.5208293122886,100
58.571600317301666,100
57.850915123569926,100
55.066047713741575,100
56.90457728771604,100
56.99279492181886,100
54.683270621614916,100
60.0067966035343,100
58.75472458115134,100
56.55807165234067,100
57.05377167798906,100
57.4167656158951,100
52.916530263151415,100
56.505645234958806,100
55.6360315040044,100
54.99675998021017,100
56.43779941422809,100
60.59537305369904,100
58.28168572253402,100
55.857642020434405,100
58.145165562712315,100
